user,frame,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12
31,55,1,1,1,1,1,1,1,1,1,1,1,1,
31,56,1,1,1,1,1,1,1,1,1,1,1,1,
31,57,1,1,1,1,1,1,1,1,1,1,1,1,
31,58,1,1,1,1,1,1,1,1,1,1,1,1,
31,59,1,1,1,1,1,1,1,1,1,1,1,1,
31,60,1,1,1,1,1,1,1,1,1,1,1,1,
31,61,1,1,1,1,1,1,1,1,1,1,1,1,
31,62,1,1,1,1,1,1,1,1,1,1,1,1,
31,63,1,1,1,1,1,1,1,1,1,1,1,1,
31,64,1,1,1,1,1,1,1,1,1,1,1,1,
31,65,1,1,1,1,1,1,1,1,1,1,1,1,
31,66,1,1,1,1,1,1,1,1,1,1,1,1,
31,67,1,1,1,1,1,1,1,1,1,1,1,1,
31,68,1,1,1,1,1,1,1,1,1,1,1,1,
31,69,1,1,1,1,1,1,1,1,1,1,1,1,
31,70,1,1,1,1,1,1,1,1,1,1,1,1,
31,71,1,1,1,1,1,1,1,1,1,1,1,1,
31,72,1,1,1,1,1,1,1,1,1,1,1,1,
31,73,1,1,1,1,1,1,1,1,1,1,1,1,
31,74,1,1,1,1,1,1,1,1,1,1,1,1,
31,75,1,1,1,1,1,1,1,1,1,1,1,1,
31,76,1,1,1,1,1,1,1,1,1,1,1,1,
31,77,1,1,1,1,1,1,1,1,1,1,1,1,
31,78,1,1,1,1,1,1,1,1,1,1,1,1,
31,79,1,1,1,1,1,1,1,1,1,1,1,1,
31,80,1,1,1,1,1,1,1,1,1,1,1,1,
31,81,1,1,1,1,1,1,1,1,1,1,1,1,
31,82,1,1,1,1,1,1,1,1,1,1,1,1,
31,83,1,1,1,1,1,1,1,1,1,1,1,1,
31,84,1,1,1,1,1,1,1,1,1,1,1,1,
31,85,1,1,1,1,1,1,1,1,1,1,1,1,
31,86,1,1,1,1,1,1,1,1,1,1,1,1,
31,87,1,1,1,1,1,1,1,1,1,1,1,1,
31,88,1,1,1,1,1,1,1,1,1,1,1,1,
31,89,1,1,1,1,1,1,1,1,1,1,1,1,
31,90,1,1,1,1,1,1,1,1,1,1,1,1,
31,91,1,1,1,1,1,1,1,1,1,1,1,1,
31,92,1,1,1,1,1,1,1,1,1,1,1,1,
31,93,1,1,1,1,1,1,1,1,1,1,1,1,
31,94,1,1,1,1,1,1,1,1,1,1,1,1,
31,95,1,1,1,1,1,1,1,1,1,1,1,1,
31,96,1,1,1,1,1,1,1,1,1,1,1,1,
31,97,1,1,1,1,1,1,1,1,1,1,1,1,
31,98,1,1,1,1,1,1,1,1,1,1,1,1,
31,99,1,1,1,1,1,1,1,1,1,1,1,1,
31,100,1,1,1,1,1,1,1,1,1,1,1,1,
31,101,1,1,1,1,1,1,1,1,1,1,1,1,
31,102,1,1,1,1,1,1,1,1,1,1,1,1,
31,103,1,1,1,1,1,1,1,1,1,1,1,1,
31,104,1,1,1,1,1,1,1,1,1,1,1,1,
31,105,1,1,1,1,1,1,1,1,1,1,1,1,
31,106,1,1,1,1,1,1,1,1,1,1,1,1,
31,107,1,1,1,1,1,1,1,1,1,1,1,1,
31,108,1,1,1,1,1,1,1,1,1,1,1,1,
31,109,1,1,1,1,1,1,1,1,1,1,1,1,
31,110,1,1,1,1,1,1,1,1,1,1,1,1,
31,111,1,1,1,1,1,1,1,1,1,1,1,1,
31,112,1,1,1,1,1,1,1,1,1,1,1,1,
31,113,1,1,1,1,1,1,1,1,1,1,1,1,
31,114,1,1,1,1,1,1,1,1,1,1,1,1,
31,115,1,1,1,1,1,1,1,1,1,1,1,1,
31,116,1,1,1,1,1,1,1,1,1,1,1,1,
31,117,1,1,1,1,1,1,1,1,1,1,1,1,
31,118,1,1,1,1,1,1,1,1,1,1,1,1,
31,119,1,1,1,1,1,1,1,1,1,1,1,1,
31,120,1,1,1,1,1,1,1,1,1,1,1,1,
31,121,1,1,1,1,1,1,1,1,1,1,1,1,
31,122,1,1,1,1,1,1,1,1,1,1,1,1,
31,123,1,1,1,1,1,1,1,1,1,1,1,1,
31,124,1,1,1,1,1,1,1,1,1,1,1,1,
31,125,1,1,1,1,1,1,1,1,1,1,1,1,
31,126,1,1,1,1,1,1,1,1,1,1,1,1,
31,127,1,1,1,1,1,1,1,1,1,1,1,1,
31,128,1,1,1,1,1,1,1,1,1,1,1,1,
31,129,1,1,1,1,1,1,1,1,1,1,1,1,
31,130,1,1,1,1,1,1,1,1,1,1,1,1,
31,131,1,1,1,1,1,1,1,1,1,1,1,1,
31,132,1,1,1,1,1,1,1,1,1,1,1,1,
31,133,1,1,1,1,1,1,1,1,1,1,1,1,
31,134,1,1,1,1,1,1,1,1,1,1,1,1,
31,135,1,1,1,1,1,1,1,1,1,1,1,1,
31,136,1,1,1,1,1,1,1,1,1,1,1,1,
31,137,1,1,1,1,1,1,1,1,1,1,1,1,
31,138,1,1,1,1,1,1,1,1,1,1,1,1,
31,139,1,1,1,1,1,1,1,1,1,1,1,1,
31,140,1,1,1,1,1,1,1,1,1,1,1,1,
31,141,1,1,1,1,1,1,1,1,1,1,1,1,
31,142,1,1,1,1,1,1,1,1,1,1,1,1,
31,143,1,1,1,1,1,1,1,1,1,1,1,1,
31,144,1,1,1,1,1,1,1,1,1,1,1,1,
31,145,1,1,1,1,1,1,1,1,1,1,1,1,
31,146,1,1,1,1,1,1,1,1,1,1,1,1,
31,147,1,1,1,1,1,1,1,1,1,1,1,1,
31,148,1,1,1,1,1,1,1,1,1,1,1,1,
31,149,1,1,1,1,1,1,1,1,1,1,1,1,
31,150,1,1,1,1,1,1,1,1,1,1,1,1,
31,151,1,1,1,1,1,1,1,1,1,1,1,1,
31,152,1,1,1,1,1,1,1,1,1,1,1,1,
31,153,1,1,1,1,1,1,1,1,1,1,1,1,
31,154,1,1,1,1,1,1,1,1,1,1,1,1,
31,155,1,1,1,1,1,1,1,1,1,1,1,1,
31,156,1,1,1,1,1,1,1,1,1,1,1,1,
31,157,1,1,1,1,1,1,1,1,1,1,1,1,
31,158,1,1,1,1,1,1,1,1,1,1,1,1,
31,159,1,1,1,1,1,1,1,1,1,1,1,1,
31,160,1,1,1,1,1,1,1,1,1,1,1,1,
31,161,1,1,1,1,1,1,1,1,1,1,1,1,
31,162,1,1,1,1,1,1,1,1,1,1,1,1,
31,163,1,1,1,1,1,1,1,1,1,1,1,1,
31,164,1,1,1,1,1,1,1,1,1,1,1,1,
31,165,1,1,1,1,1,1,1,1,1,1,1,1,
31,166,1,1,1,1,1,1,1,1,1,1,1,1,
31,167,1,1,1,1,1,1,1,1,1,1,1,1,
31,168,1,1,1,1,1,1,1,1,1,1,1,1,
31,169,1,1,1,1,1,1,1,1,1,1,1,1,
31,170,1,1,1,1,1,1,1,1,1,1,1,1,
31,171,1,1,1,1,1,1,1,1,1,1,1,1,
31,172,1,1,1,1,1,1,1,1,1,1,1,1,
31,173,1,1,1,1,1,1,1,1,1,1,1,1,
31,174,1,1,1,1,1,1,1,1,1,1,1,1,
31,175,1,1,1,1,1,1,1,1,1,1,1,1,
31,176,1,1,1,1,1,1,1,1,1,1,1,1,
31,177,1,1,1,1,1,1,1,1,1,1,1,1,
31,178,1,1,1,1,1,1,1,1,1,1,1,1,
31,179,1,1,1,1,1,1,1,1,1,1,1,1,
31,180,1,1,1,1,1,1,1,1,1,1,1,1,
31,181,1,1,1,1,1,1,1,1,1,1,1,1,
31,182,1,1,1,1,1,1,1,1,1,1,1,1,
31,183,1,1,1,1,1,1,1,1,1,1,1,1,
31,184,1,1,1,1,1,1,1,1,1,1,1,1,
31,185,1,1,1,1,1,1,1,1,1,1,1,1,
31,186,1,1,1,1,1,1,1,1,1,1,1,1,
31,187,1,1,1,1,1,1,1,1,1,1,1,1,
31,188,1,1,1,1,1,1,1,1,1,1,1,1,
31,189,1,1,1,1,1,1,1,1,1,1,1,1,
31,190,1,1,1,1,1,1,1,1,1,1,1,1,
31,191,1,1,1,1,1,1,1,1,1,1,1,1,
31,192,1,1,1,1,1,1,1,1,1,1,1,1,
31,193,1,1,1,1,1,1,1,1,1,1,1,1,
31,194,1,1,1,1,1,1,1,1,1,1,1,1,
31,195,1,1,1,1,1,1,1,1,1,1,1,1,
31,196,1,1,1,1,1,1,1,1,1,1,1,1,
31,197,1,1,1,1,1,1,1,1,1,1,1,1,
31,198,1,1,1,1,1,1,1,1,1,1,1,1,
31,199,1,1,1,1,1,1,1,1,1,1,1,1,
31,200,1,1,1,1,1,1,1,1,1,1,1,1,
31,201,1,1,1,1,1,1,1,1,1,1,1,1,
31,202,1,1,1,1,1,1,1,1,1,1,1,1,
31,203,1,1,1,1,1,1,1,1,1,1,1,1,
31,204,1,1,1,1,1,1,1,1,1,1,1,1,
31,205,1,1,1,1,1,1,1,1,1,1,1,1,
31,206,1,1,1,1,1,1,1,1,1,1,1,1,
31,207,1,1,1,1,1,1,1,1,1,1,1,1,
31,208,1,1,1,1,1,1,1,1,1,1,1,1,
31,209,1,1,1,1,1,1,1,1,1,1,1,1,
31,210,1,1,1,1,1,1,1,1,1,1,1,1,
31,211,1,1,1,1,1,1,1,1,1,1,1,1,
31,212,1,1,1,1,1,1,1,1,1,1,1,1,
31,213,1,1,1,1,1,1,1,1,1,1,1,1,
31,214,1,1,1,1,1,1,1,1,1,1,1,1,
31,215,1,1,1,1,1,1,1,1,1,1,1,1,
31,216,1,1,1,1,1,1,1,1,1,1,1,1,
31,217,1,1,1,1,1,1,1,1,1,1,1,1,
31,218,1,1,1,1,1,1,1,1,1,1,1,1,
31,219,1,1,1,1,1,1,1,1,1,1,1,1,
31,220,1,1,1,1,1,1,1,1,1,1,1,1,
31,221,1,1,1,1,1,1,1,1,1,1,1,1,
31,222,1,1,1,1,1,1,1,1,1,1,1,1,
31,223,1,1,1,1,1,1,1,1,1,1,1,1,
31,224,1,1,1,1,1,1,1,1,1,1,1,1,
31,225,1,1,1,1,1,1,1,1,1,1,1,1,
31,226,1,1,1,1,1,1,1,1,1,1,1,1,
31,227,1,1,1,1,1,1,1,1,1,1,1,1,
31,228,1,1,1,1,1,1,1,1,1,1,1,1,
31,229,1,1,1,1,1,1,1,1,1,1,1,1,
31,230,1,1,1,1,1,1,1,1,1,1,1,1,
31,231,1,1,1,1,1,1,1,1,1,1,1,1,
31,232,1,1,1,1,1,1,1,1,1,1,1,1,
31,233,1,1,1,1,1,1,1,1,1,1,1,1,
31,234,1,1,1,1,1,1,1,1,1,1,1,1,
31,235,1,1,1,1,1,1,1,1,1,1,1,1,
31,236,1,1,1,1,1,1,1,1,1,1,1,1,
31,237,1,1,1,1,1,1,1,1,1,1,1,1,
31,238,1,1,1,1,1,1,1,1,1,1,1,1,
31,239,1,1,1,1,1,1,1,1,1,1,1,1,
31,240,1,1,1,1,1,1,1,1,1,1,1,1,
31,241,1,1,1,1,1,1,1,1,1,1,1,1,
31,242,1,1,1,1,1,1,1,1,1,1,1,1,
31,243,1,1,1,1,1,1,1,1,1,1,1,1,
31,244,1,1,1,1,1,1,1,1,1,1,1,1,
31,245,1,1,1,1,1,1,1,1,1,1,1,1,
31,246,1,1,1,1,1,1,1,1,1,1,1,1,
31,247,1,1,1,1,1,1,1,1,1,1,1,1,
31,248,1,1,1,1,1,1,1,1,1,1,1,1,
31,249,1,1,1,1,1,1,1,1,1,1,1,1,
31,250,1,1,1,1,1,1,1,1,1,1,1,1,
31,251,1,1,1,1,1,1,1,1,1,1,1,1,
31,252,1,1,1,1,1,1,1,1,1,1,1,1,
31,253,1,1,1,1,1,1,1,1,1,1,1,1,
31,254,1,1,1,1,1,1,1,1,1,1,1,1,
31,255,1,1,1,1,1,1,1,1,1,1,1,1,
31,256,1,1,1,1,1,1,1,1,1,1,1,1,
31,257,1,1,1,1,1,1,1,1,1,1,1,1,
31,258,1,1,1,1,1,1,1,1,1,1,1,1,
31,259,1,1,1,1,1,1,1,1,1,1,1,1,
31,260,1,1,1,1,1,1,1,1,1,1,1,1,
31,261,1,1,1,1,1,1,1,1,1,1,1,1,
31,262,1,1,1,1,1,1,1,1,1,1,1,1,
31,263,1,1,1,1,1,1,1,1,1,1,1,1,
31,264,1,1,1,1,1,1,1,1,1,1,1,1,
31,265,1,1,1,1,1,1,1,1,1,1,1,1,
31,266,1,1,1,1,1,1,1,1,1,1,1,1,
31,267,1,1,1,1,1,1,1,1,1,1,1,1,
31,268,1,1,1,1,1,1,1,1,1,1,1,1,
31,269,1,1,1,1,1,1,1,1,1,1,1,1,
31,270,1,1,1,1,1,1,1,1,1,1,1,1,
31,271,1,1,1,1,1,1,1,1,1,1,1,1,
31,272,1,1,1,1,1,1,1,1,1,1,1,1,
31,273,1,1,1,1,1,1,1,1,1,1,1,1,
31,274,1,1,1,1,1,1,1,1,1,1,1,1,
31,275,1,1,1,1,1,1,1,1,1,1,1,1,
31,276,1,1,1,1,1,1,1,1,1,1,1,1,
31,277,1,1,1,1,1,1,1,1,1,1,1,1,
31,278,1,1,1,1,1,1,1,1,1,1,1,1,
31,279,1,1,1,1,1,1,1,1,1,1,1,1,
31,280,1,1,1,1,1,1,1,1,1,1,1,1,
31,281,1,1,1,1,1,1,1,1,1,1,1,1,
31,282,1,1,1,1,1,1,1,1,1,1,1,1,
31,283,1,1,1,1,1,1,1,1,1,1,1,1,
31,284,1,1,1,1,1,1,1,1,1,1,1,1,
31,285,1,1,1,1,1,1,1,1,1,1,1,1,
31,286,1,1,1,1,1,1,1,1,1,1,1,1,
31,287,1,1,1,1,1,1,1,1,1,1,1,1,
31,288,1,1,1,1,1,1,1,1,1,1,1,1,
31,289,1,1,1,1,1,1,1,1,1,1,1,1,
31,290,1,1,1,1,1,1,1,1,1,1,1,1,
31,291,1,1,1,1,1,1,1,1,1,1,1,1,
31,292,1,1,1,1,1,1,1,1,1,1,1,1,
31,293,1,1,1,1,1,1,1,1,1,1,1,1,
31,294,1,1,1,1,1,1,1,1,1,1,1,1,
31,295,1,1,1,1,1,1,1,1,1,1,1,1,
31,296,1,1,1,1,1,1,1,1,1,1,1,1,
31,297,1,1,1,1,1,1,1,1,1,1,1,1,
31,298,1,1,1,1,1,1,1,1,1,1,1,1,
31,299,1,1,1,1,1,1,1,1,1,1,1,1,
31,300,1,1,1,1,1,1,1,1,1,1,1,1,
32,1,1,1,1,1,1,1,1,1,1,1,1,1,
32,2,1,1,1,1,1,1,1,1,1,1,1,1,
32,3,1,1,1,1,1,1,1,1,1,1,1,1,
32,4,1,1,1,1,1,1,1,1,1,1,1,1,
32,5,1,1,1,1,1,1,1,1,1,1,1,1,
32,6,1,1,1,1,1,1,1,1,1,1,1,1,
32,7,1,1,1,1,1,1,1,1,1,1,1,1,
32,8,1,1,1,1,1,1,1,1,1,1,1,1,
32,9,1,1,1,1,1,1,1,1,1,1,1,1,
32,10,1,1,1,1,1,1,1,1,1,1,1,1,
32,11,1,1,1,1,1,1,1,1,1,1,1,1,
32,12,1,1,1,1,1,1,1,1,1,1,1,1,
32,13,1,1,1,1,1,1,1,1,1,1,1,1,
32,14,1,1,1,1,1,1,1,1,1,1,1,1,
32,15,1,1,1,1,1,1,1,1,1,1,1,1,
32,16,1,1,1,1,1,1,1,1,1,1,1,1,
32,17,1,1,1,1,1,1,1,1,1,1,1,1,
32,18,1,1,1,1,1,1,1,1,1,1,1,1,
32,19,1,1,1,1,1,1,1,1,1,1,1,1,
32,20,1,1,1,1,1,1,1,1,1,1,1,1,
32,21,1,1,1,1,1,1,1,1,1,1,1,1,
32,22,1,1,1,1,1,1,1,1,1,1,1,1,
32,23,1,1,1,1,1,1,1,1,1,1,1,1,
32,24,1,1,1,1,1,1,1,1,1,1,1,1,
32,25,1,1,1,1,1,1,0,0,1,1,1,1,
32,26,1,1,1,1,1,1,0,0,1,1,1,1,
32,27,1,1,1,1,1,1,0,0,1,1,1,1,
32,28,1,1,1,1,1,1,0,0,1,1,1,1,
32,29,1,1,1,1,1,1,0,0,1,1,1,1,
32,30,1,1,1,1,1,1,0,0,1,1,1,1,
32,31,1,1,1,1,1,1,0,0,1,1,1,1,
32,32,1,1,1,1,1,1,0,0,1,1,1,1,
32,33,1,1,1,1,1,1,0,0,1,1,1,1,
32,34,1,1,1,1,1,1,0,0,1,1,1,1,
32,35,1,1,1,1,1,1,0,0,1,1,1,1,
32,36,1,1,1,1,1,1,0,0,1,1,1,1,
32,37,1,1,1,1,1,1,0,0,1,1,1,1,
32,38,1,1,1,1,1,1,0,0,1,1,1,1,
32,39,1,1,1,1,1,1,0,0,1,1,1,1,
32,40,1,1,1,1,1,1,0,0,1,1,1,1,
32,41,1,1,1,1,1,1,0,0,1,1,1,1,
32,42,0,1,1,1,1,1,0,0,1,1,1,1,
32,43,0,1,1,1,1,1,0,0,1,1,1,1,
32,44,0,1,1,1,1,1,0,0,1,1,1,1,
32,45,0,1,1,1,1,1,0,0,1,1,1,1,
32,46,0,0,1,1,1,1,0,0,1,1,1,1,
32,47,0,0,1,1,1,1,0,0,1,1,1,1,
32,48,0,0,1,1,1,1,0,0,1,1,1,1,
32,49,0,0,1,1,1,1,0,0,1,1,1,1,
32,50,0,0,1,1,1,1,0,0,1,1,1,1,
32,51,0,0,1,1,1,1,0,0,1,1,1,1,
32,52,0,0,1,1,1,1,0,0,1,1,1,1,
32,53,0,0,1,1,1,1,0,0,1,1,1,1,
32,54,0,0,1,1,1,1,0,0,1,1,1,1,
32,55,0,0,1,1,1,1,0,0,1,1,1,1,
32,56,0,0,1,1,1,1,0,0,1,1,1,1,
32,57,0,0,1,1,1,1,0,0,1,1,1,1,
32,58,0,0,1,1,1,1,0,0,1,1,1,1,
32,59,0,0,1,1,1,1,0,0,1,1,1,1,
32,60,0,0,1,1,1,1,0,0,1,1,1,1,
32,61,0,0,1,1,1,1,0,0,1,1,1,1,
32,62,0,0,1,1,1,1,0,0,1,1,1,1,
32,63,0,0,1,1,1,1,0,0,1,1,1,1,
32,64,0,0,1,1,1,1,0,0,1,1,1,1,
32,65,0,0,1,1,1,1,0,0,1,1,1,1,
32,66,0,0,1,1,1,1,0,0,1,1,1,1,
32,67,0,0,1,1,1,1,0,0,1,1,1,1,
32,68,0,0,1,1,1,1,0,0,1,1,1,1,
32,69,0,0,1,1,1,1,0,0,1,1,1,1,
32,70,0,0,1,1,1,1,0,0,1,1,1,1,
32,71,0,0,1,1,1,1,0,0,1,1,1,1,
32,72,0,0,1,1,1,1,0,0,1,1,1,1,
32,73,0,0,1,1,1,1,0,0,1,1,1,1,
32,74,0,0,1,1,1,1,0,0,1,1,1,1,
32,75,0,0,1,1,1,1,0,0,1,1,1,1,
32,76,0,0,1,1,1,1,0,0,1,1,1,1,
32,77,0,0,1,1,1,1,0,0,1,1,1,1,
32,78,0,0,1,1,1,1,0,0,1,1,1,1,
32,79,0,0,1,1,1,1,0,0,1,1,1,1,
32,80,0,0,1,1,1,1,0,0,1,1,1,1,
32,81,0,0,1,1,1,1,0,0,1,1,1,1,
32,82,0,0,1,1,1,1,0,0,1,1,1,1,
32,83,0,0,1,1,1,1,0,0,1,1,1,1,
32,84,0,0,1,1,1,1,0,0,1,1,1,1,
32,85,0,0,1,1,1,1,0,0,1,1,1,1,
32,86,0,0,1,1,1,1,0,0,1,1,1,1,
32,87,0,0,1,1,1,1,0,0,1,1,1,1,
32,88,0,0,1,1,1,1,0,0,1,1,1,1,
32,89,0,0,1,1,1,1,0,0,1,1,1,1,
32,90,0,0,1,1,1,1,0,0,1,1,1,1,
32,91,0,0,1,1,1,1,0,0,1,1,1,1,
32,92,0,0,1,1,1,1,0,0,1,1,1,1,
32,93,0,0,1,1,1,1,0,0,1,1,1,1,
32,94,0,0,1,1,1,1,0,0,1,1,1,1,
32,95,0,0,1,1,1,1,0,0,1,1,1,1,
32,96,0,0,1,1,1,1,0,0,1,1,1,1,
32,97,1,1,1,1,1,1,0,0,1,1,1,1,
32,98,1,1,1,1,1,1,0,0,1,1,1,1,
32,99,1,1,1,1,1,1,0,0,1,1,1,1,
32,100,1,1,1,1,1,1,0,0,1,1,1,1,
32,101,1,1,1,1,1,1,0,0,1,1,1,1,
32,102,1,1,1,1,1,1,0,0,1,1,1,1,
32,103,1,1,1,1,1,1,0,0,1,1,1,1,
32,104,1,1,1,1,1,1,0,0,1,1,1,1,
32,105,1,1,1,1,1,1,0,0,1,1,1,1,
32,106,1,1,1,1,1,1,1,1,1,1,1,1,
32,107,1,1,1,1,1,1,1,1,1,1,1,1,
32,108,1,1,1,1,1,1,1,1,1,1,1,1,
32,109,1,1,1,1,1,1,1,1,1,1,1,1,
32,110,1,1,1,1,1,1,1,1,1,1,1,1,
32,111,1,1,1,1,1,1,1,1,1,1,1,1,
32,112,1,1,1,1,1,1,1,1,1,1,1,1,
32,113,1,1,1,1,1,1,1,1,1,1,1,1,
32,114,1,1,1,1,1,1,1,1,1,1,1,1,
32,115,1,1,1,1,1,1,1,1,1,1,1,1,
32,116,1,1,1,1,1,1,1,1,1,1,1,1,
32,117,1,1,1,1,1,1,1,1,1,1,1,1,
32,118,1,1,1,1,1,1,1,1,1,1,1,1,
32,119,1,1,1,1,1,1,1,1,1,1,1,1,
32,120,1,1,1,1,1,1,1,1,1,1,1,1,
32,121,1,1,1,1,1,1,1,1,1,1,1,1,
32,122,1,1,1,1,1,1,1,1,1,1,1,1,
32,123,1,1,1,1,1,1,1,1,1,1,1,1,
32,124,1,1,1,1,1,1,1,1,1,1,1,1,
32,125,1,1,1,1,1,1,1,1,1,1,1,1,
32,126,1,1,1,1,1,1,1,1,1,1,1,1,
32,127,1,1,1,1,1,1,1,1,1,1,1,1,
32,128,1,1,1,1,1,1,1,1,1,1,1,1,
32,129,1,1,1,1,1,1,1,1,1,1,1,1,
32,130,1,1,1,1,1,1,1,1,1,1,1,1,
32,131,1,1,1,1,1,1,1,1,1,1,1,1,
32,132,1,1,1,1,1,1,1,1,1,1,1,1,
32,133,1,1,1,1,1,1,1,1,1,1,1,1,
32,134,1,1,1,1,1,1,1,1,1,1,1,1,
32,135,1,1,1,1,1,1,1,1,1,1,1,1,
32,136,1,1,1,1,1,1,1,1,1,1,1,1,
32,137,1,1,1,1,1,1,1,1,1,1,1,1,
32,138,1,1,1,1,1,1,1,1,1,1,1,1,
32,139,1,1,1,1,1,1,1,1,1,1,1,1,
32,140,1,1,1,1,1,1,1,1,1,1,1,1,
32,141,1,1,1,1,1,1,1,1,1,1,1,1,
32,142,1,1,1,1,1,1,1,1,1,1,1,1,
32,143,1,1,1,1,1,1,1,1,1,1,1,1,
32,144,1,1,1,1,1,1,1,1,1,1,1,1,
32,145,1,1,1,1,1,1,1,1,1,1,1,1,
32,146,1,1,1,1,1,1,1,1,1,1,1,1,
32,147,1,1,1,1,1,1,1,1,1,1,1,1,
32,148,1,1,1,1,1,1,1,1,1,1,1,1,
32,149,1,1,1,1,1,1,0,0,1,1,1,1,
32,150,1,1,1,1,1,1,0,0,1,1,1,1,
32,151,1,1,1,1,1,1,0,0,1,1,1,1,
32,152,1,1,1,1,1,1,0,0,1,1,1,1,
32,153,1,1,1,1,1,1,0,0,1,1,1,1,
32,154,1,1,1,1,1,1,0,0,1,1,1,1,
32,155,1,1,1,1,1,1,1,1,1,1,1,1,
32,156,1,1,1,1,1,1,1,1,1,1,1,1,
32,157,1,1,1,1,1,1,1,1,1,1,1,1,
32,158,1,1,1,1,1,1,1,1,1,1,1,1,
32,159,1,1,1,1,1,1,1,1,1,1,1,1,
32,160,1,1,1,1,1,1,1,1,1,1,1,1,
32,161,1,1,1,1,1,1,1,1,1,1,1,1,
32,162,1,1,1,1,1,1,1,1,1,1,1,1,
32,163,1,1,1,1,1,1,1,1,1,1,1,1,
32,164,1,1,1,1,1,1,1,1,1,1,1,1,
32,165,1,1,1,1,1,1,1,1,1,1,1,1,
32,166,1,1,1,1,1,1,1,1,1,1,1,1,
32,167,1,1,1,1,1,1,1,1,1,1,1,1,
32,168,1,1,1,1,1,1,0,0,1,1,1,1,
32,169,1,1,1,1,1,1,0,0,1,1,1,1,
32,170,1,1,1,1,1,1,0,0,1,1,1,1,
32,171,1,1,1,1,1,1,0,0,1,1,1,1,
32,172,1,1,1,1,1,1,0,0,1,1,1,1,
32,173,1,1,1,1,1,1,0,0,1,1,1,1,
32,174,1,1,1,1,1,1,0,0,1,1,1,1,
32,175,1,1,1,1,1,1,0,0,1,1,1,1,
32,176,1,1,1,1,1,1,0,0,1,1,1,1,
32,177,1,1,1,1,1,1,0,0,1,1,1,1,
32,178,1,1,1,1,1,1,0,0,1,1,1,1,
32,179,1,1,1,1,1,1,0,0,1,1,1,1,
